data,produto,categoria,cidade,vendedor,quantidade,preco_unitario
2023-07-16,Cadeira,Moveis,Fortaleza,João,1,3021
07/06/2023,Tablet,Tecnologia,Curitiba,Pedro,4,4274
17/08/2024,Smartphone,Tecnologia,Recife,Pedro,4,3060
2024-06-20,Mesa,Moveis,Rio de Janeiro,João,4,1828
2024-11-20,Smartphone,Tecnologia,Rio de Janeiro,Carlos,1,852
2023-07-01,Teclado,Tecnologia,Curitiba,Pedro,2,1675
2024-01-20,Tablet,Tecnologia,Recife,Lucas,2,2270
2024-12-14,Cadeira,Moveis,Fortaleza,Fernanda,3,2854
22/10/2024,Monitor,Tecnologia,Belo Horizonte,Fernanda,1,881
2023-11-14,Notebook,Tecnologia,sao paulo,Ana,2,615
2024-01-07,Mouse,Tecnologia,Belo Horizonte,Ana,3,3756
10/09/2023,Teclado,Tecnologia,Belo Horizonte,Fernanda,2,3983
2024-04-05,Tablet,Tecnologia,Curitiba,João,4,379
2024-03-10,Teclado,Tecnologia,Curitiba,Carlos,2,144
2024-08-30,Teclado,Tecnologia,Recife,Pedro,4,4282
2024-09-14,Mesa,Moveis,Belo Horizonte,Maria,3,584
2023-08-13,Cadeira,Moveis,São Paulo,Maria,3,2942
2023-07-02,Tablet,Tecnologia,Fortaleza,Lucas,3,4855
27/11/2024,Mouse,Tecnologia,Belo Horizonte,Ana,2,1596
16/11/2023,Smartphone,Tecnologia,Salvador,Maria,3,148
11/08/2024,Mesa,Moveis,Rio de Janeiro,João,3,733
30/03/2023,Tablet,Tecnologia,Fortaleza,Pedro,3,erro
2024-09-14,Mouse,Tecnologia,Fortaleza,Ana,2,4220
18/01/2024,Cadeira,Moveis,Recife,Fernanda,1,2261
2024-08-12,Mesa,Moveis,Curitiba,Maria,1,2700
06/07/2023,Mesa,Moveis,Salvador,Fernanda,4,263
27/09/2024,Monitor,Tecnologia,RIO DE JANEIRO,Maria,3,
2024-03-15,Teclado,Tecnologia,RIO DE JANEIRO,Ana,3,4319
04/03/2024,Mesa,Moveis,São Paulo,Maria,1,3755
15/08/2024,Notebook,Tecnologia,Salvador,João,4,2113
28/03/2023,Smartphone,Tecnologia,Salvador,Fernanda,3,4392
2023-07-25,Smartphone,Tecnologia,Recife,Maria,3,3755
19/10/2024,Mouse,Tecnologia,sao paulo,Carlos,4,1815
13/12/2023,Cadeira,Moveis,São Paulo,Fernanda,1,2996
2024-06-01,Mesa,Moveis,RIO DE JANEIRO,Pedro,2,4615
2024-04-19,Smartphone,Tecnologia,São Paulo,João,1,610
2023-09-22,Monitor,Tecnologia,Curitiba,Lucas,1,2407
16/04/2023,Mouse,Tecnologia,Rio de Janeiro,Lucas,3,3991
2023-09-13,Mouse,Tecnologia,Belo Horizonte,João,2,3749
2024-02-08,Mesa,Moveis,Salvador,Ana,2,690
2024-11-20,Tablet,Tecnologia,Fortaleza,João,4,2688
2023-04-25,Mouse,Tecnologia,Rio de Janeiro,Carlos,3,3087
15/01/2024,Monitor,Tecnologia,São Paulo,Maria,2,880
2023-06-02,Teclado,Tecnologia,Curitiba,Maria,1,3143
2024-11-07,Mesa,Moveis,RIO DE JANEIRO,Carlos,1,1990
2023-10-27,Tablet,Tecnologia,Recife,Carlos,1,3656
18/10/2024,Monitor,Tecnologia,São Paulo,Lucas,3,3570
2023-10-10,Mesa,Moveis,sao paulo,Carlos,4,181
2023-04-28,Mesa,Moveis,Curitiba,Carlos,3,4944
2024-08-30,Monitor,Tecnologia,RIO DE JANEIRO,Carlos,1,erro
2023-11-13,Cadeira,Moveis,São Paulo,Fernanda,2,487
2024-10-01,Teclado,Tecnologia,sao paulo,Ana,3,4176
2023-11-11,Mesa,Moveis,Fortaleza,Lucas,1,4623
2024-03-26,Tablet,Tecnologia,Fortaleza,Maria,4,3276
2024-07-16,Monitor,Tecnologia,Salvador,Maria,3,3758
2024-08-07,Monitor,Tecnologia,Curitiba,Ana,1,1909
04/03/2023,Notebook,Tecnologia,Fortaleza,Ana,3,905
2024-09-03,Notebook,Tecnologia,Salvador,,2,660
2024-08-09,Mouse,Tecnologia,Fortaleza,Lucas,3,3822
2023-08-04,Mesa,Moveis,RIO DE JANEIRO,Ana,3,3592
03/12/2024,Mesa,Moveis,Salvador,Fernanda,4,606
2024-04-01,Tablet,Tecnologia,sao paulo,Pedro,3,1834
2023-02-12,Mesa,Moveis,São Paulo,Fernanda,2,329
2024-04-15,Tablet,Tecnologia,RIO DE JANEIRO,Ana,2,1923
2023-12-26,Monitor,Tecnologia,Curitiba,Lucas,3,3121
2024-10-23,Monitor,Tecnologia,Curitiba,Pedro,4,2453
2024-02-23,Mouse,Tecnologia,Rio de Janeiro,Carlos,2,4055
2023-11-08,Smartphone,Tecnologia,Recife,Maria,1,4672
2024-04-21,Cadeira,Moveis,Salvador,João,2,610
2023-12-08,Cadeira,Moveis,Salvador,Ana,4,173
2023-08-23,Mesa,Moveis,RIO DE JANEIRO,Pedro,2,3779
2023-01-20,Teclado,Tecnologia,sao paulo,Lucas,4,2753
2023-06-09,Mouse,Tecnologia,Salvador,Carlos,2,959
2024-11-10,Tablet,Tecnologia,Fortaleza,Carlos,2,4571
02/04/2024,Tablet,Tecnologia,Curitiba,Fernanda,1,728
2023-06-09,Mesa,Moveis,Rio de Janeiro,João,2,1377
2024-08-04,Cadeira,Moveis,Belo Horizonte,Pedro,4,4416
2023-10-19,Mouse,Tecnologia,Salvador,Lucas,3,3853
2024-03-25,Monitor,Tecnologia,Salvador,Carlos,3,622
2023-01-18,Mouse,Tecnologia,Fortaleza,João,1,1732
2024-03-22,Notebook,Tecnologia,Curitiba,Maria,3,2688
2023-12-27,Mouse,Tecnologia,Curitiba,Ana,4,311
2023-09-05,Teclado,Tecnologia,Recife,,3,2551
2024-10-28,Notebook,Tecnologia,,Pedro,1,4388
08/10/2023,Tablet,Tecnologia,RIO DE JANEIRO,Ana,4,622
2024-10-13,Notebook,Tecnologia,Salvador,Lucas,4,3694
2023-10-03,Tablet,Tecnologia,Recife,João,1,2521
2024-06-02,Tablet,Tecnologia,Salvador,Fernanda,3,467
2024-12-05,Monitor,Tecnologia,Salvador,Ana,3,3769
2023-11-15,Teclado,Tecnologia,Belo Horizonte,João,2,4621
20/05/2024,Notebook,Tecnologia,Rio de Janeiro,Carlos,3,1856
05/01/2023,Monitor,Tecnologia,Fortaleza,Lucas,4,3947
2024-06-14,Notebook,Tecnologia,Rio de Janeiro,Carlos,1,4711
29/12/2023,Tablet,Tecnologia,São Paulo,Fernanda,2,2687
2024-06-01,Smartphone,Tecnologia,RIO DE JANEIRO,João,4,874
2023-08-02,Mesa,Moveis,Fortaleza,Maria,2,4342
2023-07-08,Mouse,Tecnologia,Salvador,João,2,4905
2024-12-05,Mouse,Tecnologia,Rio de Janeiro,Lucas,4,1954
17/05/2024,Mesa,Moveis,São Paulo,Maria,4,1925
26/08/2023,Cadeira,Moveis,Rio de Janeiro,Ana,3,1109
2024-03-15,Cadeira,Moveis,RIO DE JANEIRO,Pedro,1,4441
2024-02-07,Tablet,Tecnologia,Curitiba,Ana,4,2720
20/01/2024,Teclado,Tecnologia,RIO DE JANEIRO,Fernanda,4,
2024-04-11,Tablet,Tecnologia,Belo Horizonte,Ana,3,4492
2024-10-22,Smartphone,Tecnologia,Curitiba,Maria,3,4536
2024-04-13,Monitor,Tecnologia,Curitiba,Maria,2,1681
2024-08-04,Cadeira,Moveis,São Paulo,João,1,995
2023-10-26,Cadeira,Moveis,sao paulo,Pedro,2,2863
2024-01-19,Mouse,Tecnologia,sao paulo,Ana,2,1598
2024-02-12,Teclado,Tecnologia,Belo Horizonte,Ana,3,3522
2024-01-05,Cadeira,Moveis,Fortaleza,Lucas,3,2381
2023-10-14,Cadeira,Moveis,sao paulo,Carlos,1,4329
2024-06-24,Cadeira,Moveis,Salvador,Lucas,2,2154
2024-07-30,Mouse,Tecnologia,Curitiba,Maria,2,4517
23/02/2024,Mesa,Moveis,Curitiba,João,3,4744
2023-10-15,Monitor,Tecnologia,sao paulo,Pedro,2,erro
2024-09-19,Monitor,Tecnologia,RIO DE JANEIRO,Pedro,2,4629
2024-02-11,Mesa,Moveis,Belo Horizonte,Fernanda,4,1358
2023-06-07,Monitor,Tecnologia,Fortaleza,Carlos,3,2713
2024-09-09,Mesa,Moveis,Fortaleza,Lucas,1,894
2024-04-10,Mouse,Tecnologia,RIO DE JANEIRO,Fernanda,2,737
2023-01-16,Mouse,Tecnologia,Curitiba,Lucas,4,4158
30/09/2023,Teclado,Tecnologia,sao paulo,Pedro,1,2322
2024-06-16,Notebook,Tecnologia,Rio de Janeiro,Pedro,3,4475
2023-11-06,Mesa,Moveis,São Paulo,Pedro,1,4312
2024-11-30,Smartphone,Tecnologia,RIO DE JANEIRO,Ana,1,3832
21/03/2024,Cadeira,Moveis,sao paulo,Carlos,4,2629
2023-05-07,Teclado,Tecnologia,Fortaleza,Fernanda,2,4236
03/02/2024,Mouse,Tecnologia,Fortaleza,Maria,1,3849
2024-02-05,Tablet,Tecnologia,Rio de Janeiro,Ana,1,115
2023-04-17,Mouse,Tecnologia,Curitiba,Ana,1,3068
2024-11-29,Notebook,Tecnologia,sao paulo,Lucas,1,erro
2024-05-17,Cadeira,Moveis,São Paulo,Fernanda,1,4545
2023-10-25,Monitor,Tecnologia,Belo Horizonte,Fernanda,3,1066
2023-04-11,Teclado,Tecnologia,Salvador,João,4,3224
2024-12-01,Mouse,Tecnologia,São Paulo,Fernanda,4,3647
2023-09-13,Notebook,Tecnologia,Fortaleza,Ana,2,4528
2023-09-01,Teclado,Tecnologia,Rio de Janeiro,Pedro,1,2809
2024-06-17,Monitor,Tecnologia,São Paulo,Maria,1,1147
11/09/2024,Cadeira,Moveis,Recife,Maria,2,3901
2024-07-26,Monitor,Tecnologia,Rio de Janeiro,Maria,2,4753
2023-09-26,Tablet,Tecnologia,RIO DE JANEIRO,Carlos,1,739
2024-01-29,Notebook,Tecnologia,Fortaleza,Lucas,1,1418
2023-11-05,Teclado,Tecnologia,Belo Horizonte,João,3,637
2023-02-22,Monitor,Tecnologia,Recife,João,4,1913
2024-12-26,Monitor,Tecnologia,,Fernanda,1,3854
2024-05-30,Cadeira,Moveis,sao paulo,Ana,2,758
2024-03-27,Mouse,Tecnologia,RIO DE JANEIRO,Ana,3,4762
2024-06-10,Smartphone,Tecnologia,sao paulo,Ana,1,4346
30/11/2024,Mesa,Moveis,Recife,Fernanda,1,797
2024-08-03,Teclado,Tecnologia,Fortaleza,Lucas,2,2856
2023-09-28,Mouse,Tecnologia,sao paulo,Pedro,1,4993
31/07/2023,Teclado,Tecnologia,Belo Horizonte,Pedro,1,3931
2023-03-30,Teclado,Tecnologia,São Paulo,Pedro,4,3705
2024-10-09,Tablet,Tecnologia,Curitiba,João,3,2534
2024-06-21,Teclado,Tecnologia,Curitiba,Lucas,4,607
2023-05-08,Tablet,Tecnologia,Belo Horizonte,Fernanda,2,2646
2024-05-17,Mouse,Tecnologia,Fortaleza,Fernanda,4,3380
2024-07-12,Monitor,Tecnologia,São Paulo,Fernanda,4,4342
2023-12-01,Mouse,Tecnologia,Recife,Fernanda,3,3866
2023-12-12,Teclado,Tecnologia,Rio de Janeiro,Ana,2,2135
2024-02-25,Mouse,Tecnologia,Curitiba,João,3,1406
2024-06-28,Mesa,Moveis,Belo Horizonte,Fernanda,3,3223
2024-04-11,Mouse,Tecnologia,Recife,Lucas,3,2677
2024-06-04,Tablet,Tecnologia,sao paulo,Ana,3,3081
2024-08-25,Monitor,Tecnologia,sao paulo,Fernanda,2,1532
2024-03-10,Cadeira,Moveis,sao paulo,Fernanda,4,1796
03/01/2023,Cadeira,Moveis,São Paulo,Carlos,2,
2024-01-02,Mouse,Tecnologia,Rio de Janeiro,Lucas,1,1337
2024-11-25,Teclado,Tecnologia,sao paulo,João,3,559
2023-11-14,Tablet,Tecnologia,RIO DE JANEIRO,Pedro,3,967
2023-09-16,Notebook,Tecnologia,sao paulo,João,1,3510
30/03/2024,Cadeira,Moveis,Rio de Janeiro,Carlos,2,1931
2024-06-13,Notebook,Tecnologia,sao paulo,João,4,4223
2024-02-08,Mesa,Moveis,Salvador,Lucas,1,2355
10/03/2023,Smartphone,Tecnologia,Belo Horizonte,Carlos,1,4296
23/05/2024,Mesa,Moveis,sao paulo,,2,4538
2023-07-05,Mesa,Moveis,RIO DE JANEIRO,Carlos,4,660
2024-11-19,Notebook,Tecnologia,Fortaleza,Maria,2,3145
24/06/2024,Smartphone,Tecnologia,Salvador,Pedro,4,3785
2023-07-19,Mouse,Tecnologia,sao paulo,Ana,3,1828
2024-06-18,Smartphone,Tecnologia,RIO DE JANEIRO,Lucas,3,4979
29/07/2023,Monitor,Tecnologia,Fortaleza,Fernanda,3,1809
07/04/2024,Tablet,Tecnologia,Fortaleza,Fernanda,1,297
2023-11-21,Smartphone,Tecnologia,Belo Horizonte,Maria,3,3944
28/10/2024,Mouse,Tecnologia,Belo Horizonte,Lucas,4,3861
2024-01-09,Tablet,Tecnologia,São Paulo,Fernanda,3,4953
2024-09-11,Teclado,Tecnologia,Recife,Pedro,4,3464
2024-03-27,Notebook,Tecnologia,São Paulo,Fernanda,1,2383
2023-01-30,Monitor,Tecnologia,Fortaleza,Pedro,4,704
2023-12-03,Mesa,Moveis,Belo Horizonte,Lucas,3,1737
2024-08-05,Teclado,Tecnologia,Rio de Janeiro,Fernanda,4,2076
2023-08-03,Notebook,Tecnologia,Belo Horizonte,Lucas,2,3266
2024-09-07,Mesa,Moveis,Fortaleza,Maria,3,3789
2024-07-02,Mesa,Moveis,Fortaleza,Ana,1,4310
03/06/2023,Cadeira,Moveis,Salvador,Pedro,4,4121
2023-05-07,Cadeira,Moveis,Recife,Carlos,2,1696
14/09/2024,Notebook,Tecnologia,RIO DE JANEIRO,Maria,3,4158
2024-11-13,Notebook,Tecnologia,Curitiba,João,2,672
2024-01-31,Monitor,Tecnologia,Rio de Janeiro,Lucas,2,3346
23/07/2023,Mouse,Tecnologia,Recife,Fernanda,3,1156
2024-05-09,Teclado,Tecnologia,Salvador,Maria,1,
16/07/2024,Smartphone,Tecnologia,sao paulo,Fernanda,2,466
2024-06-29,Cadeira,Moveis,São Paulo,Maria,3,4203
2023-05-15,Notebook,Tecnologia,Curitiba,Ana,1,4382
2024-09-05,Cadeira,Moveis,Recife,Carlos,2,2325
27/06/2024,Monitor,Tecnologia,Fortaleza,Lucas,3,1554
01/12/2023,Notebook,Tecnologia,Fortaleza,Pedro,4,2693
2024-06-08,Cadeira,Moveis,sao paulo,Maria,4,2354
2023-01-23,Tablet,Tecnologia,Recife,Carlos,1,2714
2024-02-15,Notebook,Tecnologia,Belo Horizonte,Pedro,1,4619
2023-07-31,Mesa,Moveis,Curitiba,Pedro,3,800
2023-09-13,Mouse,Tecnologia,Salvador,Maria,2,515
2023-05-19,Teclado,Tecnologia,RIO DE JANEIRO,Ana,4,1720
07/08/2023,Teclado,Tecnologia,Salvador,João,1,3755
2023-08-01,Notebook,Tecnologia,Fortaleza,Carlos,4,3378
2024-03-05,Mesa,Moveis,Rio de Janeiro,João,2,2478
2023-11-04,Mouse,Tecnologia,RIO DE JANEIRO,Ana,2,1199
19/10/2024,Teclado,Tecnologia,Salvador,Ana,4,2433
2023-01-07,Mouse,Tecnologia,Recife,Pedro,2,2440
2023-04-03,Monitor,Tecnologia,Rio de Janeiro,João,1,2840
2023-05-05,Notebook,Tecnologia,RIO DE JANEIRO,João,1,4353
2023-04-27,Smartphone,Tecnologia,RIO DE JANEIRO,Ana,4,2207
2024-04-20,Tablet,Tecnologia,RIO DE JANEIRO,Lucas,4,1368
2024-04-03,Cadeira,Moveis,Recife,Fernanda,4,1051
2023-03-01,Cadeira,Moveis,Salvador,Fernanda,3,656
2023-09-17,Smartphone,Tecnologia,Curitiba,Carlos,3,2928
2023-07-26,Mesa,Moveis,Recife,Carlos,4,4430
2023-12-30,Monitor,Tecnologia,Curitiba,Lucas,1,674
2024-08-10,Monitor,Tecnologia,Curitiba,Pedro,4,4790
23/03/2023,Mesa,Moveis,Salvador,Pedro,1,2800
2024-06-07,Mesa,Moveis,sao paulo,Fernanda,3,3236
2024-02-15,Monitor,Tecnologia,sao paulo,Lucas,3,3286
2023-04-08,Cadeira,Moveis,Belo Horizonte,Lucas,1,3074
2023-12-25,Notebook,Tecnologia,Rio de Janeiro,Carlos,4,3024
2023-09-28,Notebook,Tecnologia,Curitiba,Carlos,2,2394
2023-10-23,Tablet,Tecnologia,RIO DE JANEIRO,Lucas,3,4441
2024-02-20,Mesa,Moveis,Salvador,Carlos,3,4987
2024-04-19,Teclado,Tecnologia,RIO DE JANEIRO,Ana,1,2307
2024-01-30,Tablet,Tecnologia,Salvador,João,1,4725
2023-10-12,Cadeira,Moveis,Salvador,Fernanda,1,288
2023-08-12,Monitor,Tecnologia,Recife,Lucas,3,3016
2023-02-03,Mesa,Moveis,Recife,Pedro,4,3676
2024-12-30,Cadeira,Moveis,Recife,Maria,2,1647
2024-05-28,Notebook,Tecnologia,Fortaleza,Maria,3,3666
04/12/2023,Tablet,Tecnologia,RIO DE JANEIRO,Maria,1,3181
2023-07-17,Notebook,Tecnologia,RIO DE JANEIRO,Carlos,4,971
2024-03-11,Cadeira,Moveis,Salvador,Lucas,2,2629
2023-02-24,Tablet,Tecnologia,Belo Horizonte,Maria,4,2681
2023-09-21,Teclado,Tecnologia,Recife,João,1,4428
2024-03-11,Notebook,Tecnologia,Recife,Maria,4,4451
2023-08-28,Tablet,Tecnologia,Rio de Janeiro,,2,1381
2023-11-22,Teclado,Tecnologia,Recife,Pedro,3,441
2023-09-06,Cadeira,Moveis,Fortaleza,Fernanda,3,1878
2024-10-08,Tablet,Tecnologia,São Paulo,Maria,2,1837
2023-04-06,Mouse,Tecnologia,Rio de Janeiro,Carlos,1,2816
2024-05-24,Mesa,Moveis,Curitiba,Carlos,1,2792
2024-08-24,Mouse,Tecnologia,Salvador,Ana,4,3790
2023-11-27,Tablet,Tecnologia,Curitiba,Pedro,4,4058
2023-05-17,Monitor,Tecnologia,sao paulo,Pedro,1,4130
2024-07-21,Tablet,Tecnologia,Belo Horizonte,Pedro,1,1642
2024-03-06,Cadeira,Moveis,Salvador,Lucas,3,4520
2023-05-02,Smartphone,Tecnologia,Rio de Janeiro,Carlos,2,127
2024-03-11,Monitor,Tecnologia,Curitiba,Fernanda,4,2194
2023-02-04,Monitor,Tecnologia,Fortaleza,Pedro,3,899
2024-07-19,Mouse,Tecnologia,sao paulo,Lucas,1,747
2023-11-10,Tablet,Tecnologia,Recife,Carlos,4,1647
08/12/2023,Mesa,Moveis,RIO DE JANEIRO,Maria,1,2862
2024-03-02,Cadeira,Moveis,Salvador,Ana,2,4194
06/04/2023,Tablet,Tecnologia,Rio de Janeiro,João,2,4046
26/11/2024,Mesa,Moveis,São Paulo,João,3,978
2024-08-08,Mesa,Moveis,São Paulo,João,4,3331
2023-01-06,Teclado,Tecnologia,São Paulo,Maria,4,1539
2023-11-15,Tablet,Tecnologia,Fortaleza,Pedro,1,2994
2024-12-13,Cadeira,Moveis,Curitiba,Fernanda,4,3163
2024-10-08,Tablet,Tecnologia,Recife,Maria,4,131
2023-04-18,Notebook,Tecnologia,Rio de Janeiro,Carlos,1,329
28/09/2023,Monitor,Tecnologia,Fortaleza,João,2,3340
01/02/2024,Notebook,Tecnologia,Salvador,Fernanda,2,332
2024-10-25,Smartphone,Tecnologia,Recife,Fernanda,1,4099
2024-09-24,Mesa,Moveis,Rio de Janeiro,Fernanda,2,259
2024-06-09,Cadeira,Moveis,RIO DE JANEIRO,João,2,1679
2024-05-28,Mesa,Moveis,Fortaleza,Fernanda,2,2490
2023-06-12,Mesa,Moveis,Belo Horizonte,Lucas,3,1570
26/06/2024,Mesa,Moveis,Salvador,Carlos,2,4078
2024-11-11,Monitor,Tecnologia,sao paulo,Ana,2,4919
2023-10-29,Teclado,Tecnologia,Rio de Janeiro,Carlos,3,890
2024-01-29,Tablet,Tecnologia,Fortaleza,Carlos,1,2807
2023-07-06,Smartphone,Tecnologia,sao paulo,,3,1270
2023-11-01,Notebook,Tecnologia,sao paulo,Fernanda,1,4556
2023-08-14,Smartphone,Tecnologia,sao paulo,Pedro,1,
2024-05-26,Mesa,Moveis,Recife,Maria,3,1471
2023-04-29,Tablet,Tecnologia,Rio de Janeiro,Lucas,4,4634
2024-03-22,Mesa,Moveis,sao paulo,Lucas,3,4442
2024-03-24,Mesa,Moveis,Fortaleza,Lucas,1,3837
08/06/2024,Monitor,Tecnologia,Rio de Janeiro,Pedro,3,358
2024-05-10,Mouse,Tecnologia,RIO DE JANEIRO,Ana,1,2476
2024-01-13,Smartphone,Tecnologia,sao paulo,Carlos,4,2991
2024-12-09,Notebook,Tecnologia,RIO DE JANEIRO,Fernanda,2,1592
2024-02-18,Mesa,Moveis,Curitiba,Carlos,2,2285
2024-10-01,Notebook,Tecnologia,Belo Horizonte,Carlos,2,2339
2023-12-23,Mouse,Tecnologia,Salvador,Maria,4,4703
2023-07-07,Monitor,Tecnologia,Fortaleza,Lucas,1,2684
2024-09-03,Cadeira,Moveis,Curitiba,João,4,4826
2024-11-11,Cadeira,Moveis,Salvador,Pedro,2,4482
2024-03-22,Cadeira,Moveis,Recife,Lucas,3,3267
2023-03-13,Teclado,Tecnologia,RIO DE JANEIRO,Maria,3,2858
2024-06-18,Notebook,Tecnologia,Belo Horizonte,João,2,2337
20/09/2024,Monitor,Tecnologia,Rio de Janeiro,Carlos,2,3206
2023-08-06,Notebook,Tecnologia,Belo Horizonte,Maria,3,3272
2023-10-03,Smartphone,Tecnologia,São Paulo,João,2,4986
2024-04-14,Smartphone,Tecnologia,Curitiba,Lucas,2,2569
20/07/2024,Mouse,Tecnologia,Rio de Janeiro,Maria,1,1168
2024-10-21,Mesa,Moveis,Belo Horizonte,Lucas,2,181
2024-05-02,Notebook,Tecnologia,São Paulo,,4,181
27/12/2023,Teclado,Tecnologia,São Paulo,,2,723
2024-07-31,Mesa,Moveis,Rio de Janeiro,Carlos,2,100
2024-08-10,Mouse,Tecnologia,São Paulo,João,4,470
2024-07-02,Mesa,Moveis,São Paulo,Carlos,1,3421
2023-05-22,Notebook,Tecnologia,São Paulo,Fernanda,2,4658
2023-07-30,Mouse,Tecnologia,RIO DE JANEIRO,Fernanda,1,868
2023-08-09,Smartphone,Tecnologia,Fortaleza,Lucas,4,2334
2024-05-10,Notebook,Tecnologia,Belo Horizonte,João,4,3487
2024-12-05,Teclado,Tecnologia,Rio de Janeiro,Fernanda,4,4407
2024-10-26,Monitor,Tecnologia,São Paulo,João,4,4363
2023-06-20,Smartphone,Tecnologia,RIO DE JANEIRO,Maria,4,3034
06/01/2023,Mouse,Tecnologia,Recife,Ana,1,4556
03/09/2023,Smartphone,Tecnologia,sao paulo,Pedro,4,3252
2024-07-14,Teclado,Tecnologia,Salvador,Ana,2,4487
2024-08-16,Mesa,Moveis,Salvador,Fernanda,4,1448
2024-04-19,Cadeira,Moveis,RIO DE JANEIRO,Maria,1,760
2023-04-05,Teclado,Tecnologia,sao paulo,Maria,4,erro
2024-04-03,Mesa,Moveis,Fortaleza,Lucas,2,4043
2024-07-29,Notebook,Tecnologia,Curitiba,Pedro,3,445
2023-10-21,Monitor,Tecnologia,Belo Horizonte,Carlos,3,2997
2023-07-05,Cadeira,Moveis,Salvador,Lucas,1,2888
2023-01-16,Mouse,Tecnologia,RIO DE JANEIRO,Maria,4,408
2023-12-26,Cadeira,Moveis,Curitiba,Fernanda,1,2572
2023-12-16,Monitor,Tecnologia,Rio de Janeiro,Pedro,2,555
17/08/2024,Mouse,Tecnologia,São Paulo,João,3,491
14/02/2024,Tablet,Tecnologia,RIO DE JANEIRO,Carlos,3,4608
2024-11-20,Teclado,Tecnologia,Recife,João,3,434
2023-03-12,Cadeira,Moveis,sao paulo,Lucas,3,3532
2024-02-07,Teclado,Tecnologia,Recife,Lucas,2,4004
2023-12-18,Monitor,Tecnologia,Fortaleza,Fernanda,3,2632
2023-09-07,Smartphone,Tecnologia,São Paulo,Pedro,2,3074
26/05/2023,Teclado,Tecnologia,Recife,Pedro,4,4336
2024-08-26,Smartphone,Tecnologia,Belo Horizonte,Ana,2,3114
2023-12-08,Teclado,Tecnologia,Belo Horizonte,Carlos,2,3150
2023-08-25,Monitor,Tecnologia,Belo Horizonte,João,2,354
2024-04-26,Teclado,Tecnologia,Rio de Janeiro,Maria,3,4440
2023-03-13,Tablet,Tecnologia,sao paulo,Fernanda,3,2134
2023-10-02,Tablet,Tecnologia,Salvador,Carlos,4,152
2024-08-26,Notebook,Tecnologia,RIO DE JANEIRO,Maria,1,2454
2024-10-27,Cadeira,Moveis,Rio de Janeiro,Lucas,4,1574
2024-11-08,Notebook,Tecnologia,Salvador,João,1,2928
2024-02-25,Cadeira,Moveis,São Paulo,Maria,2,1767
2023-11-16,Cadeira,Moveis,Belo Horizonte,João,1,1497
2024-06-18,Cadeira,Moveis,Fortaleza,Carlos,4,4788
04/07/2023,Notebook,Tecnologia,Curitiba,Ana,2,784
2024-04-17,Mesa,Moveis,Belo Horizonte,Lucas,3,1231
2024-12-12,Mouse,Tecnologia,Salvador,Lucas,2,2579
02/05/2024,Mesa,Moveis,São Paulo,Lucas,2,2490
2023-09-12,Tablet,Tecnologia,São Paulo,Carlos,3,368
27/08/2023,Tablet,Tecnologia,Salvador,Lucas,2,4687
2023-10-22,Smartphone,Tecnologia,Salvador,Carlos,4,1254
13/10/2023,Monitor,Tecnologia,Belo Horizonte,Pedro,2,267
2023-03-19,Smartphone,Tecnologia,RIO DE JANEIRO,Maria,4,4856
29/10/2023,Teclado,Tecnologia,Salvador,João,1,2512
2024-07-27,Notebook,Tecnologia,RIO DE JANEIRO,Pedro,2,3517
21/01/2024,Smartphone,Tecnologia,Belo Horizonte,João,3,4085
2024-07-09,Teclado,Tecnologia,Belo Horizonte,Maria,3,1606
2023-11-21,Mesa,Moveis,RIO DE JANEIRO,Fernanda,4,1565
2023-08-31,Cadeira,Moveis,Belo Horizonte,João,3,2780
2024-07-10,Smartphone,Tecnologia,Belo Horizonte,João,1,3081
2024-11-28,Cadeira,Moveis,São Paulo,Maria,3,2633
2024-12-27,Tablet,Tecnologia,Fortaleza,Lucas,2,1779
2023-10-17,Cadeira,Moveis,Rio de Janeiro,Lucas,3,3316
2024-01-23,Cadeira,Moveis,Belo Horizonte,João,2,241
2024-04-24,Tablet,Tecnologia,São Paulo,Carlos,1,3180
2023-10-29,Tablet,Tecnologia,Fortaleza,Pedro,2,erro
27/11/2023,Cadeira,Moveis,Recife,Fernanda,3,2813
06/06/2024,Teclado,Tecnologia,,Carlos,1,4306
2024-04-17,Teclado,Tecnologia,Rio de Janeiro,Ana,3,3423
2023-01-14,Tablet,Tecnologia,Salvador,João,1,3111
2023-01-09,Notebook,Tecnologia,Rio de Janeiro,Ana,3,1233
2024-09-12,Mesa,Moveis,Recife,Ana,2,4279
2023-01-20,Teclado,Tecnologia,Salvador,,3,1566
2024-10-31,Tablet,Tecnologia,Salvador,Carlos,1,2032
17/10/2024,Cadeira,Moveis,Curitiba,Pedro,4,3512
23/09/2023,Notebook,Tecnologia,,Maria,2,642
2023-05-24,Mouse,Tecnologia,RIO DE JANEIRO,João,1,erro
29/06/2023,Monitor,Tecnologia,RIO DE JANEIRO,Fernanda,3,3781
2024-02-10,Mesa,Moveis,Curitiba,Maria,3,3465
12/11/2023,Cadeira,Moveis,Belo Horizonte,Fernanda,2,1607
2023-09-06,Tablet,Tecnologia,Curitiba,Carlos,2,2722
2024-01-28,Tablet,Tecnologia,Curitiba,Fernanda,3,3165
2023-12-19,Smartphone,Tecnologia,Fortaleza,Ana,3,2292
2023-09-30,Teclado,Tecnologia,sao paulo,Ana,2,3088
